Autor, Liczba publikacji, Liczba "slotow", liczba punktow na autora
Martyna Micha³owska,7,1.65,33.0,i13842,i13843,i16878,i20097,i24093,i24094,i24095,
Aleksandra Rewoliñska,1,0.5,10.0,i13992,
Karolina Perz,1,0.5,10.0,i13992,
£ukasz Gierz,19,3.0361471861471863,72.53246753246754,i14024,i14025,i14026,i20945,i20960,i24149,i24150,i24152,i24153,i24154,i24229,i24230,i24356,i24358,i25949,i25950,i25951,i25952,i26071,
Jaros³aw Selech,9,1.557142857142857,11.535714285714285,i14024,i14026,i14027,i20823,i20941,i20945,i20949,i22453,i26100,
¯aneta Staszak,8,1.257142857142857,6.2857142857142865,i14024,i14025,i14026,i14027,i20823,i20941,i20945,i20949,
Jacek Marcinkiewicz,9,1.507142857142857,7.5357142857142865,i14024,i14025,i14026,i14027,i20823,i20941,i20945,i20949,i22453,
Dawid Romek,8,1.307142857142857,6.535714285714286,i14024,i14026,i14027,i20823,i20941,i20945,i20949,i22453,
Jan Szymenderski,2,0.45,6.0,i14025,i20960,
Dariusz Ulbrich,6,0.9142857142857141,19.571428571428573,i14026,i14027,i20823,i20941,i20949,i24712,
Konrad W³odarczyk,3,0.42857142857142855,2.142857142857143,i14027,i20941,i20949,
Jakub Kowalczyk,3,0.5428571428571429,32.714285714285715,i14027,i24711,i24712,
Nikola Lisek,1,0.3333333333333333,6.666666666666667,i14803,
Kamila Kluska,7,4.033333333333333,77.66666666666667,i15544,i20034,i20035,i20055,i23780,i23815,i23816,
Maciej Jan Kupczyk,4,2.8333333333333335,116.66666666666667,i16502,i17997,i19411,i19417,
Filip Osiñski,4,1.4999999999999998,30.000000000000004,i16866,i16945,i16947,i16985,
Remigiusz £abudzki,2,0.45,2.25,i16906,i16907,
Filip Sarbinowski,2,0.45,2.25,i16906,i16907,
£ukasz Grudzieñ,4,1.8333333333333333,29.166666666666668,i16945,i16946,i16947,i24452,
Bohdan Wojciechowski,1,0.5,2.5,i16946,
Gra¿yna Sypniewska-Kamiñska,2,0.6666666666666666,146.66666666666666,i17005,i24015,
Edyta Janeba-Bartoszewicz,5,1.25,36.25,i17133,i22453,i23558,i24018,i24301,
Natalia Idaszewska,4,0.8333333333333333,25.0,i17133,i24018,i24301,i24763,
Krzysztof Bieñczak,4,0.9999999999999999,35.0,i17133,i23744,i24018,i24301,
Kamil Wróbel,2,1.0,20.0,i17256,i24916,
Wojciech £apka,2,1.5,42.5,i17371,i24878,
Agata B¹k,1,0.2,4.0,i17395,
Szymon Wojciechowski,9,2.5206349206349206,584.7777777777778,i17401,i17492,i17495,i19798,i23819,i24977,i24978,i24979,i24980,
Magdalena ¯ukowska,5,1.1261904761904762,32.523809523809526,i17424,i17425,i24995,i25236,i25248,
Anita Uœci³owska,1,0.2,20.0,i17493,
Grzegorz Pittner,1,0.3333333333333333,6.666666666666667,i17558,
Bartosz Minorowicz,1,0.3333333333333333,6.666666666666667,i17558,
Roman Regulski,2,1.3333333333333333,11.666666666666668,i17558,i20483,
Jaros³aw Goœliñski,1,0.16666666666666666,3.3333333333333335,i17559,
Arkadiusz Kubacki,9,3.5,70.0,i17559,i17614,i17617,i20325,i20652,i23508,i23756,i23757,i25842,
Arkadiusz Jakubowski,5,1.8333333333333333,36.66666666666667,i17559,i17611,i17614,i23756,i25842,
£ukasz Sawicki,1,0.16666666666666666,3.3333333333333335,i17559,
Andrzej Milecki,13,7.083333333333334,136.66666666666666,i17611,i17618,i17621,i20283,i20308,i20321,i20322,i20324,i23499,i23506,i23508,i23510,i25989,
Krzysztof Sowiñski,2,1.5,280,i17854,i24084,
Dominik Wojtkowiak,12,3.9928571428571424,88.53571428571429,i17893,i19559,i19565,i19571,i19579,i19580,i19581,i19584,i22295,i23814,i24221,i24222,
Piotr Siwak,4,1.1583333333333332,291.66666666666663,i18120,i19417,i21601,i25331,
Miros³aw Grzelka,1,0.2,200,i18900,
Jacek Kroczak,1,0.2,200,i18900,
Jêdrzej Komolka,2,0.8333333333333333,16.666666666666668,i19411,i19417,
Bartosz Wieczorek,13,8.583333333333332,256.6666666666667,i19429,i19548,i19550,i22284,i24658,i25203,i25600,i25810,i25812,i25813,i25817,i25820,i25821,
£ukasz Wargu³a,14,6.75,91.66666666666666,i19429,i19517,i19548,i19550,i19552,i19575,i19576,i19577,i22291,i24272,i24658,i25593,i25818,i25819,
Jacek Andrzejewski,2,0.75,210.0,i19516,i25745,
Marek Szostak,7,2.333333333333333,288.33333333333337,i19516,i19751,i22058,i25077,i25745,i25825,i26075,
Mateusz Barczewski,3,0.9166666666666665,240.0,i19516,i25077,i25825,
£uczak Patrycja,1,0.25,200,i19516,
Konrad Waluœ,5,1.583333333333333,7.916666666666668,i19517,i19552,i19575,i19576,i19577,
Mateusz Kukla,9,4.616666666666667,124.33333333333334,i19548,i19579,i19585,i22284,i24658,i25203,i25813,i25814,i25816,
Aleksandra Fierek,2,0.6666666666666666,3.3333333333333335,i19557,i22282,
Ireneusz Malujda,14,3.766666666666667,18.833333333333336,i19557,i19565,i19568,i19573,i19578,i19579,i19580,i19581,i19582,i19583,i19584,i19585,i22282,i22290,
Maciej Berdychowski,6,2.533333333333333,43.91666666666667,i19564,i19570,i19571,i22276,i24658,i25811,
Jan Górecki,15,4.526190476190476,43.702380952380956,i19565,i19568,i19570,i19571,i19578,i19582,i19583,i19584,i19586,i22280,i22283,i22289,i22290,i24221,i25812,
Krzysztof Wa³êsa,8,1.7999999999999998,9.0,i19568,i19570,i19571,i19579,i19580,i19581,i19586,i22290,
Micha³ Pietrzak,2,0.45,2.25,i19570,i19586,
Damian Fr¹ckowiak,1,1.0,5.0,i19572,
Piotr Perz,1,0.3333333333333333,1.6666666666666667,i19573,
Olga Mysiukiewicz,2,0.4,5.0,i19586,i25888,
Jaros³aw Markowski,2,0.8333333333333333,4.166666666666667,i19605,i23322,
Ireneusz Pielecha,1,0.5,2.5,i19605,
Arkadiusz Kroma,4,1.5,30.0,i19616,i19625,i23333,i24728,
Pawe³ Szymañski,3,1.0833333333333333,21.666666666666664,i19616,i24103,i24104,
Aneta Bartkowska,3,0.8333333333333333,146.25,i19718,i24022,i24885,
Dariusz Bartkowski,1,0.25,1.25,i19718,
Damian Przestacki,2,0.5833333333333333,141.25,i19718,i24885,
Przemys³aw Poszwa,3,0.8333333333333333,16.666666666666668,i19747,i19749,i19751,
Pawe³ Muszyñski,4,1.1666666666666665,50.0,i19747,i19749,i19751,i20488,
Pawe³ Brzêk,3,0.8333333333333333,16.666666666666668,i19747,i19749,i19751,
Krzysztof Mrozek,2,0.5833333333333333,38.333333333333336,i19747,i20488,
Paulina Goliñska-Dawson,10,4.666666666666666,168.33333333333334,i19948,i20054,i20451,i20453,i20454,i20497,i20498,i20499,i20501,i20591,
Ma³gorzata Spycha³a,1,0.5,40.0,i19948,
Miko³aj Bilski,1,0.1111111111111111,7.777777777777778,i20047,
Pawe³ Pawlewski,11,6.944444444444444,145.55555555555557,i20054,i20358,i20393,i20395,i20396,i20397,i20398,i20447,i20499,i20745,i23852,
Karolina Werner-Lewandowska,5,1.4166666666666665,43.333333333333336,i20054,i20358,i20451,i20453,i20454,
Tomasz Buchwald,1,0.2,4.0,i20109,
Beata Strzemiecka,1,0.2,4.0,i20109,
Adam Voelkel,1,0.2,4.0,i20109,
Patryk Nowak,2,0.5833333333333333,6.666666666666667,i20308,i23499,
Marcin Bia³ek,1,0.3333333333333333,1.6666666666666667,i20308,
Maciej Talarczyk,1,0.3333333333333333,6.666666666666667,i20319,
Tymoteusz Lindner,8,2.8333333333333335,49.166666666666664,i20325,i20587,i20650,i23756,i23757,i25610,i25612,i25844,
Daniel Wyrwa³,6,2.1666666666666665,35.833333333333336,i20325,i20587,i20650,i25610,i25612,i25844,
Agnieszka U. Grzelczak,1,0.25,5.0,i20358,
Monika Kosacka-Olejnik,2,1.25,25.0,i20358,i25723,
Grzegorz Dahlke,1,0.5,10.0,i20383,
Milena Drzewiecka-Dahlke,1,0.5,10.0,i20383,
Monika Kosacka,4,1.4166666666666665,28.333333333333336,i20451,i20453,i20454,i20501,
Rafa³ Mierzwiak,1,0.25,5.0,i20454,
Magdalena Mierzwiczak,3,1.6666666666666665,51.66666666666667,i20488,i20512,i21532,
Natalia Makuch,1,0.16666666666666666,16.666666666666668,i20723,
Piotr Dziarski,1,0.16666666666666666,16.666666666666668,i20723,
Micha³ Kulka,1,0.16666666666666666,16.666666666666668,i20723,
Adam Piasecki,2,0.3333333333333333,20.0,i20723,i24763,
Maciej Tuliñski,1,0.16666666666666666,16.666666666666668,i20723,
W³odzimierz Kêska,1,0.14285714285714285,0.7142857142857143,i20823,
Przemys³aw Rogoziñski,1,0.14285714285714285,0.7142857142857143,i20823,
Marcin Butlewski,2,1.1666666666666667,20.833333333333332,i20844,i24132,
Wiktoria Czernecka,1,0.16666666666666666,0.8333333333333334,i20844,
Anna Pajzert,1,0.16666666666666666,0.8333333333333334,i20844,
Michalina Radziejewska,1,0.16666666666666666,0.8333333333333334,i20844,
Marcin Suszyñski,2,0.6666666666666666,10.833333333333334,i20844,i22103,
Marek Morzyñski,5,1.1111111111111112,157.5,i20845,i20977,i25138,i25142,i25795,
Ma³gorzata A. Jankowska,1,0.5,50.0,i20876,
Tomasz Strêk,2,0.8333333333333333,33.33333333333333,i21449,i23330,
Jakub Michalski,2,0.8333333333333333,33.33333333333333,i21449,i23330,
Hubert Jopek,1,0.3333333333333333,23.333333333333332,i21449,
Agnieszka Fraska,1,0.3333333333333333,13.333333333333334,i21532,
Bartosz Firlik,2,0.75,235.0,i21574,i23326,
Tomasz Staœkiewicz,1,0.25,200,i21574,
Wojciech Jaœkowski,1,0.25,200,i21574,
Leszek Wittenbeck,1,0.25,200,i21574,
Robert Roszak,1,0.25,5.0,i21635,
Leszek Ró¿añski,2,0.7,144.0,i21663,i23311,
Krzysztof Ziopaja,1,0.5,140,i21663,
Stanis³aw Pabiszczak,2,0.5333333333333333,7.666666666666667,i21717,i23780,
Wojciech Ptaszyñski,1,0.3333333333333333,6.666666666666667,i21717,
Roman Staniek,2,0.6666666666666666,30.0,i21717,i25148,
Wojciech Paszkowiak,2,0.75,11.25,i21920,i25015,
Marcin Pelic,3,0.8333333333333333,9.166666666666668,i21920,i22247,i24184,
Marcin Kaczmarek,1,0.25,1.25,i22247,
Magda Joachimiak,1,0.16666666666666666,140,i22296,
Damian Joachimiak,1,0.16666666666666666,140,i22296,
Micha³ Cia³kowski,1,0.16666666666666666,140,i22296,
Leszek Ma³dziñski,1,0.16666666666666666,140,i22296,
Piotr Okoniewicz,1,0.16666666666666666,140,i22296,
Karolina Ostrowska,1,0.16666666666666666,140,i22296,
Monika Knitter,1,0.25,5.0,i22585,
Dorota Czarnecka-Komorowska,2,0.5833333333333333,11.666666666666668,i22585,i23329,
£ukasz Bernat,2,1.5,40.0,i22724,i24728,
Wojciech Rukat,1,0.2,4.0,i23311,
Mateusz Wróbel,1,0.2,4.0,i23311,
Marcin Nowacki,1,0.3333333333333333,1.6666666666666667,i23322,
Damian Olejniczak,1,0.3333333333333333,1.6666666666666667,i23322,
Maciej Tabaszewski,4,2.333333333333333,108.33333333333334,i23326,i25546,i25547,i25548,
Marta Michalska,1,0.5,10.0,i23358,
Zenon Ignaszak,4,1.2833333333333332,37.333333333333336,i23451,i23961,i24841,i24861,
Tomasz Kap³on,3,1.1666666666666665,23.333333333333336,i23506,i25610,i25612,
Bartosz Ciupek,1,0.3333333333333333,13.333333333333334,i23558,
Rafa³ Urbaniak,1,0.3333333333333333,13.333333333333334,i23558,
Piotr Kêdzia,2,0.5833333333333333,31.666666666666668,i23631,i23632,
Miko³aj J. Smyczyñski,1,0.25,25.0,i23631,
Iwona Wstawska,2,0.5833333333333333,31.666666666666668,i23631,i23632,
Katarzyna Peta,1,0.5,10.0,i23743,
Jan ¯urek,1,0.5,10.0,i23743,
Adam Nygard,1,0.3333333333333333,13.333333333333334,i23744,
Jaros³aw Bartoszewicz,1,0.3333333333333333,13.333333333333334,i23744,
Bartosz Ziegler,3,1.1666666666666665,37.5,i23745,i25681,i25682,
Jêdrzej Mosiê¿ny,4,1.6666666666666665,40.0,i23745,i25681,i25682,i25683,
Pawe³ Czy¿ewski,1,0.3333333333333333,33.333333333333336,i23745,
Anna Zwolankiewicz,2,0.8333333333333333,16.666666666666668,i23815,i23816,
Marek Madajewski,1,0.25,5.0,i23819,
Natalia Znojkiewicz,2,0.5833333333333333,11.666666666666668,i23819,i23825,
Pawe³ Twardowski,3,1.0833333333333333,151.66666666666666,i23819,i23825,i24626,
Jakub Czy¿ycki,1,0.3333333333333333,6.666666666666667,i23825,
Andrzej Marciniak,1,0.5,50.0,i23896,
Ma³gorzata Jankowska,1,0.5,50.0,i23896,
Zuzanna Sydow,3,0.5277777777777777,156.66666666666666,i24018,i24301,i25620,
Karolina Wiœniewska-Mleczko,1,0.25,5.0,i24022,
Dominika Panfil-Pryka,1,0.25,5.0,i24022,
Pawe³ Jasion,1,0.5,140,i24084,
Patrycja Pastusiak,2,0.4,8.0,i24093,i24095,
Marta Szczetyñska,2,0.4,8.0,i24093,i24095,
Dominika Szadkowska,1,0.25,5.0,i24094,
Adam Gramala,2,0.3666666666666667,7.333333333333334,i24100,i24102,
Jakub Otworowski,2,0.3666666666666667,7.333333333333334,i24100,i24102,
Mariola S¹dej,1,0.3333333333333333,13.333333333333334,i24149,
Andrzej Gessner,2,0.6666666666666666,13.333333333333334,i24184,i24848,
Konrad Jan Waluœ,1,0.3333333333333333,13.333333333333334,i24272,
Robert K³osowiak,1,0.16666666666666666,6.666666666666667,i24301,
Ma³gorzata Jasiulewicz-Kaczmarek,2,1.25,85.0,i24396,i24680,
Wojciechowski Bohdan,1,0.5,10.0,i24452,
Martyna Wiciak,1,0.5,140,i24626,
Tomasz Ewertowski,2,0.5333333333333333,10.666666666666668,i24677,i25873,
Ma³gorzata S³awiñska,2,0.5333333333333333,10.666666666666668,i24677,i25873,
Marian Jósko,2,0.4,32.0,i24711,i24712,
Ryszard Mañczak,2,0.4,32.0,i24711,i24712,
Stanis³aw Nosal,2,0.4,32.0,i24711,i24712,
Jaros³aw Ka³u¿ny,2,0.41666666666666663,8.333333333333334,i24762,i24763,
Grzegorz Kinal,1,0.25,5.0,i24762,
Jerzy Merkisz,2,0.41666666666666663,8.333333333333334,i24762,i24763,
Tomasz Runka,1,0.16666666666666666,3.3333333333333335,i24763,
Marek Nowicki,1,0.16666666666666666,3.3333333333333335,i24763,
Zbigniew Olszewski,1,0.5,2.5,i24766,
Pawe³ £uszczewski,1,0.3333333333333333,6.666666666666667,i24848,
Krzysztof Starosta,1,0.3333333333333333,6.666666666666667,i24848,
Mateusz Kukliñski,1,0.3333333333333333,140,i24885,
Natalia Swojak,1,0.125,2.5,i24892,
Micha³ Mendak,1,0.125,2.5,i24892,
£ukasz Macyszyn,1,0.3333333333333333,23.333333333333332,i25148,
Cezary Jêdryczka,1,0.3333333333333333,23.333333333333332,i25148,
Weronika Weiss,1,0.2,14.0,i25236,
Izabela Weso³owska,1,0.14285714285714285,2.857142857142857,i25248,
Natalia Wierzbicka,1,0.14285714285714285,2.857142857142857,i25248,
Jaros³aw Jakubowicz,1,0.125,5.0,i25331,
Grzegorz Adamek,1,0.125,5.0,i25331,
Grzegorz Szymañski,1,0.5,20.0,i25548,
Konrad J. Waluœ,1,0.25,1.25,i25593,
Micha³ Nowak,1,0.3333333333333333,13.333333333333334,i25616,
Agnieszka Zgo³a-Grzeœkowiak,1,0.1111111111111111,140,i25620,
Zbyszko Klockiewicz,2,0.8333333333333333,33.333333333333336,i25625,i25626,
Grzegorz Œlaski,2,0.8333333333333333,33.333333333333336,i25625,i25626,
Miko³aj Spad³o,1,0.3333333333333333,13.333333333333334,i25625,
Natalia Lewandowska,1,0.5,2.5,i25683,
Ewa Magnucka-Blandzi,3,1.5833333333333333,225.0,i25750,i25751,i25833,
Paulina Wojciechowska,1,0.3333333333333333,6.666666666666667,i25825,
Micha³ Derbich,1,0.2,4.0,i25873,
Izabela Król,1,0.2,4.0,i25873,
Marcin Berlik,1,0.2,4.0,i25873,
Robert Œledzik,1,0.2,4.0,i25888,
Tomasz Sterzyñski,1,0.2,4.0,i25888,
Micha³ Rychlik,4,0.7197802197802197,33.00366300366301,i25947,i25960,i25961,i25993,
£ukasz Semk³o,1,0.1111111111111111,2.2222222222222223,i25951,
Micha³ Grenda,1,0.5,20.0,i25958,
Piotr Paczos,1,0.5,20.0,i25958,
Natalia Tomaszewska,1,0.3333333333333333,6.666666666666667,i26075,
